,offer_id,age,income,M,F,O,send_offer
44078,1,48,87000,0,1,0,0
44079,4,48,87000,0,1,0,0
44080,9,48,87000,0,1,0,1
44082,1,67,30000,1,0,0,0
44083,6,67,30000,1,0,0,0
44084,7,67,30000,1,0,0,1
44085,8,67,30000,1,0,0,0
44087,4,61,92000,1,0,0,0
44088,6,61,92000,1,0,0,1
44089,10,61,92000,1,0,0,0
44091,1,58,81000,0,1,0,0
44092,2,58,81000,0,1,0,1
44093,3,58,81000,0,1,0,0
44094,4,58,81000,0,1,0,0
44095,5,58,81000,0,1,0,1
44096,10,58,81000,0,1,0,0
44098,2,53,84000,1,0,0,0
44099,3,53,84000,1,0,0,0
44100,6,53,84000,1,0,0,1
44101,7,53,84000,1,0,0,1
44102,9,53,84000,1,0,0,1
44104,1,78,70000,1,0,0,0
44105,6,78,70000,1,0,0,1
44106,10,78,70000,1,0,0,1
44108,2,65,35000,1,0,0,0
44109,3,65,35000,1,0,0,0
44110,4,65,35000,1,0,0,0
44111,6,65,35000,1,0,0,1
44113,1,66,110000,0,1,0,1
44114,5,66,110000,0,1,0,0
44115,8,66,110000,0,1,0,0
44116,9,66,110000,0,1,0,1
44118,4,71,64000,0,1,0,1
44119,6,71,64000,0,1,0,1
44120,9,71,64000,0,1,0,1
44122,2,48,114000,0,1,0,0
44123,6,48,114000,0,1,0,1
44124,9,48,114000,0,1,0,1
44125,10,48,114000,0,1,0,0
44127,2,53,75000,0,1,0,1
44128,3,53,75000,0,1,0,0
44129,7,53,75000,0,1,0,1
44131,1,51,112000,0,1,0,0
44132,3,51,112000,0,1,0,0
44133,4,51,112000,0,1,0,0
44134,6,51,112000,0,1,0,1
44135,10,51,112000,0,1,0,0
44137,3,59,51000,0,1,0,0
44138,7,59,51000,0,1,0,0
44139,9,59,51000,0,1,0,0
44141,1,31,53000,1,0,0,0
44142,3,31,53000,1,0,0,0
44143,6,31,53000,1,0,0,0
44144,10,31,53000,1,0,0,0
44146,1,57,82000,0,1,0,0
44147,2,57,82000,0,1,0,0
44148,9,57,82000,0,1,0,1
44149,10,57,82000,0,1,0,0
44151,3,59,55000,0,1,0,0
44152,6,59,55000,0,1,0,1
44153,8,59,55000,0,1,0,0
44154,9,59,55000,0,1,0,0
44156,2,54,55000,1,0,0,0
44157,4,54,55000,1,0,0,1
44158,6,54,55000,1,0,0,1
44159,7,54,55000,1,0,0,1
44160,10,54,55000,1,0,0,1
44162,2,43,56000,1,0,0,1
44163,3,43,56000,1,0,0,0
44164,6,43,56000,1,0,0,0
44165,9,43,56000,1,0,0,1
44167,2,58,39000,1,0,0,0
44168,4,58,39000,1,0,0,0
44169,8,58,39000,1,0,0,0
44170,9,58,39000,1,0,0,0
44171,10,58,39000,1,0,0,0
44173,5,22,58000,1,0,0,0
44174,6,22,58000,1,0,0,1
44175,8,22,58000,1,0,0,0
44176,9,22,58000,1,0,0,1
44178,2,57,87000,0,1,0,1
44179,4,57,87000,0,1,0,1
44180,5,57,87000,0,1,0,0
44181,6,57,87000,0,1,0,1
44182,9,57,87000,0,1,0,0
44184,1,21,39000,1,0,0,0
44185,2,21,39000,1,0,0,0
44186,3,21,39000,1,0,0,0
44187,6,21,39000,1,0,0,1
44188,9,21,39000,1,0,0,1
44190,1,33,64000,0,1,0,1
44191,3,33,64000,0,1,0,0
44192,5,33,64000,0,1,0,0
44193,8,33,64000,0,1,0,0
44194,9,33,64000,0,1,0,1
44196,1,68,108000,0,1,0,1
44197,4,68,108000,0,1,0,0
44198,7,68,108000,0,1,0,1
44199,9,68,108000,0,1,0,0
44200,1,20,32000,1,0,0,0
44201,8,20,32000,1,0,0,0
44203,2,20,30000,1,0,0,0
44204,4,20,30000,1,0,0,1
44205,9,20,30000,1,0,0,1
44206,10,20,30000,1,0,0,0
44208,5,64,93000,0,1,0,0
44210,6,64,50000,1,0,0,0
44211,7,64,50000,1,0,0,0
44212,10,64,50000,1,0,0,0
44214,3,68,97000,1,0,0,0
44215,7,68,97000,1,0,0,0
44216,8,68,97000,1,0,0,0
44217,10,68,97000,1,0,0,0
44219,1,38,52000,1,0,0,0
44220,4,38,52000,1,0,0,0
44221,6,38,52000,1,0,0,0
44222,10,38,52000,1,0,0,0
44224,1,49,70000,0,1,0,0
44225,7,49,70000,0,1,0,0
44226,8,49,70000,0,1,0,0
44228,2,33,56000,1,0,0,0
44229,5,33,56000,1,0,0,0
44230,8,33,56000,1,0,0,0
44231,9,33,56000,1,0,0,1
44232,10,33,56000,1,0,0,0
44234,1,80,62000,0,1,0,1
44235,2,80,62000,0,1,0,1
44236,5,80,62000,0,1,0,0
44237,6,80,62000,0,1,0,0
44238,7,80,62000,0,1,0,1
44239,8,80,62000,0,1,0,0
44241,5,31,58000,1,0,0,0
44242,7,31,58000,1,0,0,0
44243,8,31,58000,1,0,0,0
44245,1,20,48000,1,0,0,0
44246,6,20,48000,1,0,0,1
44247,9,20,48000,1,0,0,0
44248,10,20,48000,1,0,0,1
44250,2,68,77000,0,1,0,1
44251,7,68,77000,0,1,0,1
44253,2,32,71000,0,1,0,0
44254,3,32,71000,0,1,0,0
44255,5,32,71000,0,1,0,0
44257,4,52,50000,1,0,0,0
44258,6,52,50000,1,0,0,1
44259,9,52,50000,1,0,0,0
44260,3,50,81000,1,0,0,0
44261,4,50,81000,1,0,0,0
44262,6,50,81000,1,0,0,0
44263,8,50,81000,1,0,0,0
44265,3,71,89000,0,1,0,0
44266,7,71,89000,0,1,0,1
44267,8,71,89000,0,1,0,0
44268,10,71,89000,0,1,0,0
44270,3,41,70000,1,0,0,0
44271,5,41,70000,1,0,0,1
44272,6,41,70000,1,0,0,0
44273,8,41,70000,1,0,0,0
44275,4,56,72000,1,0,0,0
44276,5,56,72000,1,0,0,0
44277,7,56,72000,1,0,0,1
44278,8,56,72000,1,0,0,0
44280,2,57,60000,0,1,0,1
44281,5,57,60000,0,1,0,0
44282,6,57,60000,0,1,0,0
44283,8,57,60000,0,1,0,0
44284,9,57,60000,0,1,0,1
44286,3,74,36000,1,0,0,0
44287,7,74,36000,1,0,0,1
44288,10,74,36000,1,0,0,1
44290,1,73,58000,1,0,0,0
44291,3,73,58000,1,0,0,0
44292,6,73,58000,1,0,0,0
44293,7,73,58000,1,0,0,0
44294,9,73,58000,1,0,0,0
44295,10,73,58000,1,0,0,0
44297,2,59,54000,0,1,0,1
44298,5,59,54000,0,1,0,1
44299,6,59,54000,0,1,0,1
44301,2,94,86000,0,1,0,0
44302,3,94,86000,0,1,0,0
44303,5,94,86000,0,1,0,0
44304,6,94,86000,0,1,0,0
44306,2,28,64000,1,0,0,1
44307,6,28,64000,1,0,0,0
44308,7,28,64000,1,0,0,1
44310,6,68,74000,0,1,0,1
44311,7,68,74000,0,1,0,1
44312,10,68,74000,0,1,0,1
44314,2,88,112000,1,0,0,1
44315,4,88,112000,1,0,0,0
44316,6,88,112000,1,0,0,1
44317,9,88,112000,1,0,0,1
44319,4,81,116000,0,1,0,0
44320,5,81,116000,0,1,0,0
44321,7,81,116000,0,1,0,0
44322,9,81,116000,0,1,0,1
44324,3,92,95000,0,1,0,0
44325,6,92,95000,0,1,0,0
44326,8,92,95000,0,1,0,0
44328,4,59,55000,1,0,0,0
44329,7,59,55000,1,0,0,0
44330,10,59,55000,1,0,0,0
44332,1,39,61000,1,0,0,1
44333,4,39,61000,1,0,0,0
44334,6,39,61000,1,0,0,0
44335,9,39,61000,1,0,0,0
44337,1,36,71000,0,1,0,1
44338,3,36,71000,0,1,0,0
44339,4,36,71000,0,1,0,0
44340,7,36,71000,0,1,0,1
44341,8,36,71000,0,1,0,0
44343,3,51,55000,0,0,1,0
44344,4,51,55000,0,0,1,0
44345,5,51,55000,0,0,1,0
44346,7,51,55000,0,0,1,0
44347,8,51,55000,0,0,1,0
44349,1,36,36000,1,0,0,1
44350,2,36,36000,1,0,0,0
44351,3,36,36000,1,0,0,0
44352,5,36,36000,1,0,0,0
44354,4,42,46000,1,0,0,0
44355,7,42,46000,1,0,0,0
44356,8,42,46000,1,0,0,0
44357,1,47,53000,0,1,0,0
44358,6,47,53000,0,1,0,0
44360,2,58,62000,0,1,0,1
44361,5,58,62000,0,1,0,0
44362,10,58,62000,0,1,0,0
44364,4,34,31000,1,0,0,0
44365,5,34,31000,1,0,0,0
44366,10,34,31000,1,0,0,0
44368,1,23,44000,1,0,0,0
44369,3,23,44000,1,0,0,0
44370,5,23,44000,1,0,0,0
44371,10,23,44000,1,0,0,0
44373,6,49,70000,1,0,0,1
44374,7,49,70000,1,0,0,0
44375,8,49,70000,1,0,0,0
44376,9,49,70000,1,0,0,0
44378,1,44,96000,1,0,0,0
44379,6,44,96000,1,0,0,1
44380,10,44,96000,1,0,0,0
44382,5,38,69000,0,1,0,0
44383,6,38,69000,0,1,0,1
44385,5,66,77000,0,1,0,1
44386,7,66,77000,0,1,0,1
44387,8,66,77000,0,1,0,0
44389,4,58,76000,0,1,0,1
44390,7,58,76000,0,1,0,1
44391,9,58,76000,0,1,0,1
44393,1,73,46000,1,0,0,0
44394,3,73,46000,1,0,0,0
44395,4,73,46000,1,0,0,0
44397,2,56,72000,1,0,0,1
44398,7,56,72000,1,0,0,0
44399,9,56,72000,1,0,0,0
44400,10,56,72000,1,0,0,0
44402,1,38,67000,1,0,0,0
44403,6,38,67000,1,0,0,1
44404,8,38,67000,1,0,0,0
44406,2,21,48000,1,0,0,0
44407,5,21,48000,1,0,0,0
44408,6,21,48000,1,0,0,0
44409,10,21,48000,1,0,0,0
44411,1,34,68000,0,1,0,1
44412,4,34,68000,0,1,0,0
44413,6,34,68000,0,1,0,0
44414,8,34,68000,0,1,0,0
44416,5,57,42000,1,0,0,0
44417,8,57,42000,1,0,0,0
44418,10,57,42000,1,0,0,1
44420,2,26,35000,1,0,0,0
44421,3,26,35000,1,0,0,0
44422,6,26,35000,1,0,0,0
44423,10,26,35000,1,0,0,0
44425,1,34,38000,1,0,0,0
44426,2,34,38000,1,0,0,0
44427,4,34,38000,1,0,0,0
44428,9,34,38000,1,0,0,0
44430,1,62,96000,0,1,0,0
44431,4,62,96000,0,1,0,0
44432,6,62,96000,0,1,0,0
44433,8,62,96000,0,1,0,0
44435,1,65,92000,0,1,0,0
44436,2,65,92000,0,1,0,0
44437,6,65,92000,0,1,0,0
44438,9,65,92000,0,1,0,1
44440,2,68,34000,1,0,0,0
44441,5,68,34000,1,0,0,0
44442,6,68,34000,1,0,0,0
44443,7,68,34000,1,0,0,0
44444,9,68,34000,1,0,0,0
44446,3,57,52000,0,1,0,0
44447,4,57,52000,0,1,0,0
44448,5,57,52000,0,1,0,0
44449,6,57,52000,0,1,0,0
44450,9,57,52000,0,1,0,0
44452,1,23,37000,1,0,0,0
44453,2,23,37000,1,0,0,0
44454,3,23,37000,1,0,0,0
44455,9,23,37000,1,0,0,1
44457,5,21,34000,1,0,0,0
44458,7,21,34000,1,0,0,0
44459,9,21,34000,1,0,0,0
44461,4,80,81000,1,0,0,1
44462,5,80,81000,1,0,0,0
44463,7,80,81000,1,0,0,1
44464,8,80,81000,1,0,0,0
44466,1,34,46000,1,0,0,0
44467,5,34,46000,1,0,0,0
44468,7,34,46000,1,0,0,0
44469,9,34,46000,1,0,0,1
44471,1,32,71000,0,1,0,1
44472,3,32,71000,0,1,0,0
44473,4,32,71000,0,1,0,0
44474,8,32,71000,0,1,0,0
44475,9,32,71000,0,1,0,1
44477,2,64,88000,1,0,0,1
44478,3,64,88000,1,0,0,0
44479,7,64,88000,1,0,0,1
44480,9,64,88000,1,0,0,1
44482,1,49,84000,1,0,0,0
44483,4,49,84000,1,0,0,0
44484,5,49,84000,1,0,0,0
44485,9,49,84000,1,0,0,0
44486,10,49,84000,1,0,0,1
44488,3,37,43000,0,1,0,0
44489,5,37,43000,0,1,0,0
44490,7,37,43000,0,1,0,0
44491,10,37,43000,0,1,0,0
44493,1,29,43000,1,0,0,0
44494,2,29,43000,1,0,0,0
44495,3,29,43000,1,0,0,0
44496,10,29,43000,1,0,0,0
44498,3,30,64000,1,0,0,0
44499,4,30,64000,1,0,0,0
44500,6,30,64000,1,0,0,1
44501,7,30,64000,1,0,0,1
44502,9,30,64000,1,0,0,1
44504,1,52,81000,1,0,0,1
44505,4,52,81000,1,0,0,1
44506,8,52,81000,1,0,0,0
44507,9,52,81000,1,0,0,1
44509,3,68,78000,0,1,0,0
44510,7,68,78000,0,1,0,0
44512,3,52,106000,1,0,0,0
44513,5,52,106000,1,0,0,0
44514,8,52,106000,1,0,0,0
44516,1,37,33000,0,1,0,0
44517,2,37,33000,0,1,0,1
44518,4,37,33000,0,1,0,0
44519,5,37,33000,0,1,0,0
44520,6,37,33000,0,1,0,1
44522,1,72,57000,0,1,0,1
44523,7,72,57000,0,1,0,1
44524,8,72,57000,0,1,0,0
44525,9,72,57000,0,1,0,0
44527,1,54,37000,0,1,0,1
44528,4,54,37000,0,1,0,0
44529,6,54,37000,0,1,0,1
44530,9,54,37000,0,1,0,1
44532,1,72,83000,1,0,0,1
44533,4,72,83000,1,0,0,0
44534,8,72,83000,1,0,0,0
44536,1,50,56000,1,0,0,0
44537,2,50,56000,1,0,0,0
44538,6,50,56000,1,0,0,1
44539,7,50,56000,1,0,0,1
44541,2,67,75000,0,1,0,1
44542,3,67,75000,0,1,0,0
44543,4,67,75000,0,1,0,1
44545,1,36,38000,1,0,0,0
44546,7,36,38000,1,0,0,1
44547,8,36,38000,1,0,0,0
44548,9,36,38000,1,0,0,0
44549,10,36,38000,1,0,0,0
44551,1,35,37000,1,0,0,1
44552,2,35,37000,1,0,0,0
44553,6,35,37000,1,0,0,1
44554,8,35,37000,1,0,0,0
44555,9,35,37000,1,0,0,0
44557,4,36,42000,1,0,0,0
44558,6,36,42000,1,0,0,0
44560,3,59,100000,0,1,0,0
44561,6,59,100000,0,1,0,1
44562,9,59,100000,0,1,0,1
44563,10,59,100000,0,1,0,0
44564,1,42,61000,0,1,0,0
44565,3,42,61000,0,1,0,0
44566,5,42,61000,0,1,0,0
44567,8,42,61000,0,1,0,0
44568,3,65,52000,1,0,0,0
44569,9,65,52000,1,0,0,0
44570,10,65,52000,1,0,0,0
44572,6,59,79000,0,1,0,1
44573,7,59,79000,0,1,0,1
44574,9,59,79000,0,1,0,1
44575,10,59,79000,0,1,0,0
44577,3,60,68000,1,0,0,0
44578,7,60,68000,1,0,0,1
44579,8,60,68000,1,0,0,0
44580,2,57,71000,1,0,0,0
44581,5,57,71000,1,0,0,0
44582,7,57,71000,1,0,0,0
44583,9,57,71000,1,0,0,0
44585,4,65,81000,0,1,0,0
44586,7,65,81000,0,1,0,1
44587,8,65,81000,0,1,0,0
44589,3,68,76000,0,1,0,0
44590,5,68,76000,0,1,0,0
44591,6,68,76000,0,1,0,1
44592,8,68,76000,0,1,0,0
44594,2,50,67000,1,0,0,0
44595,7,50,67000,1,0,0,0
44596,9,50,67000,1,0,0,0
44598,2,59,104000,0,1,0,0
44599,3,59,104000,0,1,0,0
44600,4,59,104000,0,1,0,0
44602,2,48,76000,0,1,0,0
44603,4,48,76000,0,1,0,1
44604,7,48,76000,0,1,0,1
44606,2,80,118000,0,1,0,0
44607,3,80,118000,0,1,0,0
44608,6,80,118000,0,1,0,1
44609,7,80,118000,0,1,0,1
44610,10,80,118000,0,1,0,0
44612,1,47,43000,1,0,0,0
44613,4,47,43000,1,0,0,0
44614,5,47,43000,1,0,0,0
44616,1,61,65000,1,0,0,0
44617,7,61,65000,1,0,0,0
44618,9,61,65000,1,0,0,0
44619,10,61,65000,1,0,0,0
44621,1,74,55000,1,0,0,1
44622,6,74,55000,1,0,0,1
44623,7,74,55000,1,0,0,1
44624,8,74,55000,1,0,0,0
44625,10,74,55000,1,0,0,1
44627,1,38,35000,0,1,0,1
44628,2,38,35000,0,1,0,0
44630,2,43,74000,0,1,0,1
44631,3,43,74000,0,1,0,0
44632,4,43,74000,0,1,0,1
44633,8,43,74000,0,1,0,0
44635,1,22,36000,1,0,0,0
44636,4,22,36000,1,0,0,0
44637,6,22,36000,1,0,0,0
44639,3,85,71000,0,1,0,0
44640,4,85,71000,0,1,0,0
44641,8,85,71000,0,1,0,0
44643,2,36,42000,1,0,0,0
44644,4,36,42000,1,0,0,0
44645,6,36,42000,1,0,0,0
44646,7,36,42000,1,0,0,1
44648,4,47,60000,1,0,0,1
44649,5,47,60000,1,0,0,0
44650,6,47,60000,1,0,0,1
44651,7,47,60000,1,0,0,0
44653,2,27,68000,1,0,0,0
44654,4,27,68000,1,0,0,0
44655,5,27,68000,1,0,0,0
44656,7,27,68000,1,0,0,0
44657,9,27,68000,1,0,0,0
44659,2,63,116000,1,0,0,1
44660,4,63,116000,1,0,0,0
44661,5,63,116000,1,0,0,0
44662,9,63,116000,1,0,0,0
44664,2,32,47000,1,0,0,0
44665,4,32,47000,1,0,0,0
44666,5,32,47000,1,0,0,0
44667,7,32,47000,1,0,0,1
44669,2,61,59000,0,1,0,1
44670,7,61,59000,0,1,0,1
44671,8,61,59000,0,1,0,0
44672,10,61,59000,0,1,0,1
44674,1,28,62000,0,1,0,1
44675,7,28,62000,0,1,0,0
44676,10,28,62000,0,1,0,0
44678,2,48,80000,1,0,0,0
44679,5,48,80000,1,0,0,0
44680,7,48,80000,1,0,0,1
44681,10,48,80000,1,0,0,1
44683,1,53,52000,0,1,0,0
44684,5,53,52000,0,1,0,0
44685,6,53,52000,0,1,0,0
44686,8,53,52000,0,1,0,0
44687,9,53,52000,0,1,0,1
44689,2,21,50000,1,0,0,0
44690,3,21,50000,1,0,0,0
44691,7,21,50000,1,0,0,0
44692,10,21,50000,1,0,0,0
44694,2,67,62000,1,0,0,0
44695,4,67,62000,1,0,0,0
44696,8,67,62000,1,0,0,0
44697,9,67,62000,1,0,0,0
44699,8,37,77000,1,0,0,0
44700,9,37,77000,1,0,0,1
44701,10,37,77000,1,0,0,1
44703,1,60,91000,1,0,0,0
44704,3,60,91000,1,0,0,0
44705,4,60,91000,1,0,0,0
44706,5,60,91000,1,0,0,0
44707,6,60,91000,1,0,0,0
44709,4,53,38000,1,0,0,0
44710,10,53,38000,1,0,0,0
44712,1,45,89000,1,0,0,0
44713,3,45,89000,1,0,0,0
44714,7,45,89000,1,0,0,0
44715,10,45,89000,1,0,0,0
44717,4,62,69000,0,1,0,0
44718,7,62,69000,0,1,0,0
44719,9,62,69000,0,1,0,0
44720,10,62,69000,0,1,0,1
44722,1,62,99000,0,1,0,0
44723,2,62,99000,0,1,0,0
44724,3,62,99000,0,1,0,0
44725,4,62,99000,0,1,0,0
44726,8,62,99000,0,1,0,0
44728,2,59,84000,1,0,0,0
44729,3,59,84000,1,0,0,0
44730,6,59,84000,1,0,0,1
44731,8,59,84000,1,0,0,0
44733,2,79,60000,1,0,0,0
44734,5,79,60000,1,0,0,0
44735,6,79,60000,1,0,0,0
44736,8,79,60000,1,0,0,0
44738,5,45,51000,0,1,0,0
44739,9,45,51000,0,1,0,1
44740,10,45,51000,0,1,0,1
44742,1,79,41000,0,1,0,0
44743,3,79,41000,0,1,0,0
44744,8,79,41000,0,1,0,0
44745,9,79,41000,0,1,0,0
44747,1,82,115000,0,1,0,0
44748,5,82,115000,0,1,0,0
44749,10,82,115000,0,1,0,0
44751,5,66,93000,0,1,0,0
44752,9,66,93000,0,1,0,0
44753,10,66,93000,0,1,0,1
44755,1,47,47000,1,0,0,1
44756,5,47,47000,1,0,0,0
44757,7,47,47000,1,0,0,0
44758,10,47,47000,1,0,0,0
44760,5,32,75000,1,0,0,0
44761,7,32,75000,1,0,0,1
44762,10,32,75000,1,0,0,1
44764,2,22,56000,1,0,0,0
44765,5,22,56000,1,0,0,0
44766,7,22,56000,1,0,0,1
44767,9,22,56000,1,0,0,0
44769,3,50,66000,0,1,0,0
44770,6,50,66000,0,1,0,1
44771,9,50,66000,0,1,0,0
44773,1,25,63000,1,0,0,0
44774,3,25,63000,1,0,0,0
44775,5,25,63000,1,0,0,0
44776,6,25,63000,1,0,0,0
44778,2,70,86000,0,1,0,0
44779,3,70,86000,0,1,0,0
44780,4,70,86000,0,1,0,1
44781,9,70,86000,0,1,0,0
44783,3,51,51000,0,1,0,0
44784,4,51,51000,0,1,0,1
44785,5,51,51000,0,1,0,0
44786,6,51,51000,0,1,0,1
44787,8,51,51000,0,1,0,0
44789,4,37,63000,1,0,0,0
44790,5,37,63000,1,0,0,0
44791,9,37,63000,1,0,0,0
44792,10,37,63000,1,0,0,0
44794,4,55,74000,0,1,0,1
44795,5,55,74000,0,1,0,0
44796,7,55,74000,0,1,0,1
44797,8,55,74000,0,1,0,0
44798,9,55,74000,0,1,0,1
44800,3,73,117000,1,0,0,0
44801,8,73,117000,1,0,0,0
44802,10,73,117000,1,0,0,0
44804,1,89,87000,0,1,0,0
44805,3,89,87000,0,1,0,0
44806,4,89,87000,0,1,0,0
44807,10,89,87000,0,1,0,1
44809,3,32,31000,0,1,0,0
44810,4,32,31000,0,1,0,0
44811,8,32,31000,0,1,0,0
44812,10,32,31000,0,1,0,0
44814,1,45,88000,0,1,0,0
44815,7,45,88000,0,1,0,1
44816,8,45,88000,0,1,0,0
44817,9,45,88000,0,1,0,0
44818,10,45,88000,0,1,0,1
44820,2,58,87000,0,1,0,1
44821,4,58,87000,0,1,0,0
44822,6,58,87000,0,1,0,1
44823,7,58,87000,0,1,0,1
44824,9,58,87000,0,1,0,1
44825,10,58,87000,0,1,0,0
44827,4,45,56000,1,0,0,0
44828,5,45,56000,1,0,0,0
44829,8,45,56000,1,0,0,0
44830,9,45,56000,1,0,0,0
44831,10,45,56000,1,0,0,0
44833,2,78,81000,0,1,0,1
44834,3,78,81000,0,1,0,0
44835,8,78,81000,0,1,0,0
44837,1,79,76000,1,0,0,0
44838,5,79,76000,1,0,0,0
44839,10,79,76000,1,0,0,1
44841,1,41,79000,0,1,0,0
44842,5,41,79000,0,1,0,1
44843,7,41,79000,0,1,0,1
44845,2,73,116000,1,0,0,0
44846,6,73,116000,1,0,0,1
44847,8,73,116000,1,0,0,0
44848,10,73,116000,1,0,0,0
44850,3,71,55000,1,0,0,0
44851,6,71,55000,1,0,0,0
44852,10,71,55000,1,0,0,0
44854,4,72,118000,0,1,0,0
44855,7,72,118000,0,1,0,1
44856,9,72,118000,0,1,0,1
44858,5,64,37000,1,0,0,0
44859,8,64,37000,1,0,0,0
44860,10,64,37000,1,0,0,0
44862,3,65,70000,1,0,0,0
44863,5,65,70000,1,0,0,0
44864,8,65,70000,1,0,0,0
44866,1,48,61000,0,1,0,0
44867,7,48,61000,0,1,0,1
44869,1,71,76000,1,0,0,1
44870,6,71,76000,1,0,0,1
44872,7,28,66000,1,0,0,1
44873,10,28,66000,1,0,0,0
44875,2,41,94000,1,0,0,1
44876,7,41,94000,1,0,0,1
44878,6,82,87000,0,1,0,0
44879,8,82,87000,0,1,0,0
44880,10,82,87000,0,1,0,0
44882,2,34,70000,0,1,0,0
44883,8,34,70000,0,1,0,0
44885,3,63,32000,1,0,0,0
44886,7,63,32000,1,0,0,0
44887,9,63,32000,1,0,0,0
44889,1,62,102000,0,1,0,1
44890,3,62,102000,0,1,0,0
44891,6,62,102000,0,1,0,0
44892,9,62,102000,0,1,0,1
44894,3,67,33000,0,1,0,0
44895,4,67,33000,0,1,0,0
44896,7,67,33000,0,1,0,1
44897,8,67,33000,0,1,0,0
44899,1,51,43000,1,0,0,0
44900,7,51,43000,1,0,0,0
44901,9,51,43000,1,0,0,0
44902,10,51,43000,1,0,0,0
44904,4,72,61000,0,1,0,0
44905,10,72,61000,0,1,0,0
44907,3,21,34000,1,0,0,0
44908,8,21,34000,1,0,0,0
44909,9,21,34000,1,0,0,0
44910,10,21,34000,1,0,0,0
44912,1,26,33000,1,0,0,0
44913,4,26,33000,1,0,0,0
44914,10,26,33000,1,0,0,0
44916,5,50,53000,0,1,0,0
44917,6,50,53000,0,1,0,1
44918,10,50,53000,0,1,0,1
44920,2,57,102000,0,1,0,0
44921,4,57,102000,0,1,0,0
44922,7,57,102000,0,1,0,1
44923,8,57,102000,0,1,0,0
44924,10,57,102000,0,1,0,0
44926,3,59,96000,0,1,0,0
44927,9,59,96000,0,1,0,1
44928,10,59,96000,0,1,0,1
44930,1,50,69000,1,0,0,1
44931,3,50,69000,1,0,0,0
44932,4,50,69000,1,0,0,1
44933,8,50,69000,1,0,0,0
44934,9,50,69000,1,0,0,0
44936,1,74,49000,1,0,0,0
44937,4,74,49000,1,0,0,0
44938,7,74,49000,1,0,0,1
44939,8,74,49000,1,0,0,0
44941,3,61,32000,1,0,0,0
44942,7,61,32000,1,0,0,1
44943,8,61,32000,1,0,0,0
44944,9,61,32000,1,0,0,0
44945,10,61,32000,1,0,0,0
44947,1,57,49000,0,1,0,1
44948,2,57,49000,0,1,0,1
44949,3,57,49000,0,1,0,0
44950,8,57,49000,0,1,0,0
44952,5,30,43000,1,0,0,0
44953,7,30,43000,1,0,0,0
44954,8,30,43000,1,0,0,0
44956,3,34,33000,1,0,0,0
44957,7,34,33000,1,0,0,1
44958,10,34,33000,1,0,0,0
44960,3,22,60000,1,0,0,0
44961,6,22,60000,1,0,0,0
44962,7,22,60000,1,0,0,1
44963,8,22,60000,1,0,0,0
44964,10,22,60000,1,0,0,0
44966,1,81,87000,0,1,0,1
44967,2,81,87000,0,1,0,1
44968,5,81,87000,0,1,0,0
44969,10,81,87000,0,1,0,0
44971,4,51,47000,1,0,0,0
44972,5,51,47000,1,0,0,0
44973,7,51,47000,1,0,0,0
44974,10,51,47000,1,0,0,0
44976,2,67,58000,0,1,0,0
44977,3,67,58000,0,1,0,0
44978,4,67,58000,0,1,0,1
44979,8,67,58000,0,1,0,0
44981,1,55,95000,1,0,0,1
44982,2,55,95000,1,0,0,0
44983,10,55,95000,1,0,0,1
44985,1,65,48000,0,1,0,1
44986,2,65,48000,0,1,0,1
44987,3,65,48000,0,1,0,0
44988,4,65,48000,0,1,0,0
44989,8,65,48000,0,1,0,0
44990,9,65,48000,0,1,0,0
44992,1,78,46000,1,0,0,0
44993,2,78,46000,1,0,0,0
44994,4,78,46000,1,0,0,0
44995,10,78,46000,1,0,0,0
44997,1,54,54000,1,0,0,1
44998,3,54,54000,1,0,0,0
44999,8,54,54000,1,0,0,0
45001,2,100,83000,0,0,1,1
45002,3,100,83000,0,0,1,0
45003,9,100,83000,0,0,1,1
45005,4,74,57000,0,1,0,0
45006,5,74,57000,0,1,0,0
45007,6,74,57000,0,1,0,1
45008,10,74,57000,0,1,0,0
45010,3,63,49000,1,0,0,0
45011,7,63,49000,1,0,0,1
45012,9,63,49000,1,0,0,0
45013,10,63,49000,1,0,0,1
45015,2,59,35000,1,0,0,0
45016,6,59,35000,1,0,0,0
45017,7,59,35000,1,0,0,1
45018,9,59,35000,1,0,0,0
45019,10,59,35000,1,0,0,0
45021,1,67,63000,1,0,0,0
45022,4,67,63000,1,0,0,0
45023,7,67,63000,1,0,0,0
45024,8,67,63000,1,0,0,0
45026,1,54,60000,1,0,0,0
45027,3,54,60000,1,0,0,0
45029,1,69,58000,1,0,0,0
45030,4,69,58000,1,0,0,0
45031,8,69,58000,1,0,0,0
45032,9,69,58000,1,0,0,0
45034,3,94,82000,1,0,0,0
45035,4,94,82000,1,0,0,1
45036,7,94,82000,1,0,0,1
45038,1,42,61000,1,0,0,1
45039,3,42,61000,1,0,0,0
45040,4,42,61000,1,0,0,0
45041,10,42,61000,1,0,0,0
45043,2,28,43000,1,0,0,0
45044,4,28,43000,1,0,0,0
45045,6,28,43000,1,0,0,0
45046,9,28,43000,1,0,0,0
45048,2,55,71000,0,1,0,0
45049,4,55,71000,0,1,0,0
45050,5,55,71000,0,1,0,0
45051,6,55,71000,0,1,0,1
45052,7,55,71000,0,1,0,1
45054,1,59,88000,1,0,0,0
